boolector,ppbv,stp,z3
0.05349588394165039,0.015434503555297852,0.028127193450927734,0.11303281784057617
0.0027561187744140625,0.004331827163696289,0.007134914398193359,0.016040563583374023
0.003190755844116211,0.005587577819824219,0.002897500991821289,0.013916015625
0.009758472442626953,0.02006363868713379,0.0031282901763916016,0.011539697647094727
0.057138681411743164,0.012826681137084961,0.030836820602416992,0.0217435359954834
0.04314088821411133,0.012333869934082031,0.02659893035888672,0.020659446716308594
0.006135702133178711,0.007966995239257812,0.028082847595214844,0.01761913299560547
0.053766727447509766,0.012536764144897461,0.027546167373657227,0.019452810287475586
0.0052683353424072266,0.007102489471435547,0.012575626373291016,0.022711753845214844
0.008085012435913086,0.007729530334472656,0.014597177505493164,0.011219263076782227
0.059854745864868164,0.013166189193725586,0.02733922004699707,0.02238607406616211
0.0028219223022460938,0.004549264907836914,0.0030837059020996094,0.005334138870239258
0.00699305534362793,0.009529829025268555,0.013940572738647461,0.022043704986572266
0.0052337646484375,0.004789590835571289,0.003062725067138672,0.018909692764282227
0.061513423919677734,0.014350414276123047,0.030246257781982422,0.022142887115478516
0.0650033950805664,0.01216578483581543,0.04021430015563965,0.02029585838317871
0.02557826042175293,0.010344266891479492,0.010569334030151367,0.02820873260498047
0.056981563568115234,0.013464927673339844,0.028344154357910156,0.021405696868896484
0.0028524398803710938,0.008665323257446289,0.002713441848754883,0.016990184783935547
0.0035774707794189453,0.010649681091308594,0.0051348209381103516,0.027554750442504883
0.00572657585144043,0.004952192306518555,0.0032167434692382812,0.010393857955932617
0.0028493404388427734,0.008754730224609375,0.0028350353240966797,0.009637117385864258
0.023172378540039062,0.011003971099853516,0.011161565780639648,0.02318716049194336
0.0030007362365722656,0.004566192626953125,0.003087282180786133,0.00793313980102539
0.007325649261474609,0.009983301162719727,0.030244112014770508,0.025316953659057617
0.003451108932495117,0.004332304000854492,0.011610269546508789,0.014196157455444336
0.05472087860107422,0.012937068939208984,0.03629112243652344,0.021944761276245117
0.006543636322021484,0.008099079132080078,0.016121387481689453,0.021260738372802734
0.0157015323638916,0.010327339172363281,0.011097192764282227,0.023912429809570312
0.0027654170989990234,0.0044476985931396484,0.0028035640716552734,0.010761260986328125
0.003994941711425781,0.004767179489135742,0.005689144134521484,0.011412382125854492
0.04258894920349121,0.021530628204345703,0.02551412582397461,0.014360904693603516
0.047150611877441406,0.010143756866455078,0.025429487228393555,0.01629328727722168
0.00589299201965332,0.0075910091400146484,0.01285243034362793,0.010032415390014648
0.042112112045288086,0.018141746520996094,0.027010202407836914,0.019301414489746094
0.0028815269470214844,0.006853580474853516,0.002643585205078125,0.004545688629150391
0.019832134246826172,0.024388551712036133,0.03327512741088867,0.2826504707336426
0.002972126007080078,0.004700422286987305,0.004581928253173828,0.01081228256225586
0.0030133724212646484,0.01018071174621582,0.0032198429107666016,0.010214805603027344
0.013361215591430664,0.008234262466430664,0.014835357666015625,0.02586197853088379
0.004761219024658203,0.004508495330810547,0.003536701202392578,0.010256528854370117
0.002793550491333008,0.006612300872802734,0.0027048587799072266,0.010001659393310547
0.0028994083404541016,0.004477024078369141,0.002691507339477539,0.017120838165283203
0.007113218307495117,0.009165763854980469,0.01451420783996582,0.01875448226928711
0.029496431350708008,0.00804591178894043,0.010629415512084961,0.027950525283813477
0.007320404052734375,0.008613348007202148,0.014427900314331055,0.0288083553314209
0.005231142044067383,0.009192943572998047,0.0030052661895751953,0.012809276580810547
0.003790616989135742,0.004902362823486328,0.004288673400878906,0.009372472763061523
0.011127948760986328,0.008158206939697266,0.015734195709228516,0.014581918716430664
0.056104421615600586,0.027622461318969727,0.08095002174377441,0.24368524551391602
0.0029668807983398438,0.0046885013580322266,0.0030584335327148438,0.011835098266601562
0.008521080017089844,0.007996320724487305,0.01858353614807129,0.023589372634887695
0.03564023971557617,0.010145187377929688,0.02648758888244629,0.022192001342773438
0.0029518604278564453,0.005007743835449219,0.008146524429321289,0.011165142059326172
0.004385948181152344,0.0065076351165771484,0.0031893253326416016,0.005137920379638672
0.0031387805938720703,0.005079984664916992,0.004205226898193359,0.021975040435791016
0.003028392791748047,0.004608154296875,0.0031147003173828125,0.008821725845336914
0.002946615219116211,0.004952192306518555,0.014638662338256836,0.02073192596435547
0.006841897964477539,0.005292177200317383,0.004400968551635742,0.015265226364135742
0.005920886993408203,0.010606527328491211,0.013565778732299805,0.014968633651733398
0.008273601531982422,0.004507541656494141,0.0027632713317871094,0.009873390197753906
0.002955198287963867,0.0049250125885009766,0.003664731979370117,0.012471914291381836
0.0531158447265625,0.01250910758972168,0.029210329055786133,0.0226438045501709
0.002986907958984375,0.004163026809692383,0.0037000179290771484,0.014837026596069336
0.05158209800720215,0.011167287826538086,0.02610182762145996,0.017337322235107422
0.0027837753295898438,0.0046308040618896484,0.0029506683349609375,0.005270242691040039
0.05256175994873047,0.011720895767211914,0.02735304832458496,0.02155017852783203
0.04847311973571777,0.0132598876953125,0.02514362335205078,0.019663572311401367
0.0030782222747802734,0.0054340362548828125,0.0028121471405029297,0.010988712310791016
0.045818328857421875,0.009763717651367188,0.027292251586914062,0.023136377334594727
0.055556297302246094,0.012624263763427734,0.026734113693237305,0.022861480712890625
0.008359193801879883,0.004221677780151367,0.007947206497192383,0.01009821891784668
0.04224562644958496,0.011344194412231445,0.025776386260986328,0.02131819725036621
0.0032379627227783203,0.00435638427734375,0.002834796905517578,0.015199422836303711
0.006851911544799805,0.009997129440307617,0.02103114128112793,0.015143632888793945
0.009253501892089844,0.009563207626342773,0.002982616424560547,0.0068662166595458984
0.002691030502319336,0.004820108413696289,0.002747058868408203,0.011898994445800781
0.016739368438720703,0.012791156768798828,0.011887788772583008,0.03277325630187988
0.002924203872680664,0.007285118103027344,0.0028243064880371094,0.014885425567626953
0.05872750282287598,0.015731334686279297,0.027807950973510742,0.035445213317871094
0.04935884475708008,0.012193441390991211,0.02493119239807129,0.02074122428894043
0.0101470947265625,0.011811494827270508,0.00464177131652832,0.01598072052001953
0.003108501434326172,0.004606008529663086,0.0033740997314453125,0.013970136642456055
0.0031774044036865234,0.004361152648925781,0.003828287124633789,0.014850139617919922
0.03862500190734863,0.01206350326538086,0.025308847427368164,0.028514623641967773
0.0036039352416992188,0.004678487777709961,0.0030362606048583984,0.012434244155883789
0.0033617019653320312,0.004782199859619141,0.00856924057006836,0.015212297439575195
0.0033218860626220703,0.0046193599700927734,0.005587100982666016,0.014880895614624023
0.006604194641113281,0.00826883316040039,0.015481233596801758,0.011124849319458008
0.004101276397705078,0.004790544509887695,0.0030510425567626953,0.012293338775634766
0.005139589309692383,0.0049626827239990234,0.0033380985260009766,0.014805078506469727
0.028861284255981445,0.01100015640258789,0.011450767517089844,0.020456790924072266
0.006510496139526367,0.004888772964477539,0.003386974334716797,0.005667686462402344
0.003543853759765625,0.007359981536865234,0.0032820701599121094,0.021383047103881836
0.0032281875610351562,0.009395837783813477,0.003106832504272461,0.005405902862548828
0.06681489944458008,0.012897968292236328,0.03363299369812012,0.024275779724121094
0.006414651870727539,0.008267879486083984,0.013250112533569336,0.02014756202697754
0.04716658592224121,0.01063990592956543,0.03135085105895996,0.029658794403076172
0.005434274673461914,0.0040433406829833984,0.0027933120727539062,0.013519763946533203
0.043935537338256836,0.014174938201904297,0.030537843704223633,0.018883943557739258
0.06581544876098633,0.012933969497680664,0.030043363571166992,0.025383949279785156
0.0073850154876708984,0.0043964385986328125,0.003704547882080078,0.009546041488647461
0.005529880523681641,0.007978439331054688,0.01268768310546875,0.016422033309936523
0.003815174102783203,0.006121397018432617,0.00797724723815918,0.012490987777709961
0.047603607177734375,0.010524511337280273,0.03437399864196777,0.027415990829467773
0.003235340118408203,0.005103588104248047,0.003273487091064453,0.01857304573059082
0.0596013069152832,0.014834165573120117,0.029699325561523438,0.01598644256591797
0.006590843200683594,0.008360624313354492,0.0158538818359375,0.012672901153564453
0.0033156871795654297,0.004834175109863281,0.006627321243286133,0.0055272579193115234
0.01544809341430664,0.019150972366333008,0.01533818244934082,0.010559797286987305
0.00803065299987793,0.004708766937255859,0.002869129180908203,0.01454925537109375
0.038805246353149414,0.012969732284545898,0.02394843101501465,0.017659902572631836
0.0030138492584228516,0.004239082336425781,0.0032749176025390625,0.004966020584106445
0.005497932434082031,0.019931793212890625,0.012834787368774414,0.030214309692382812
0.0028057098388671875,0.010029077529907227,0.0029370784759521484,0.012048006057739258
0.05784440040588379,0.019248008728027344,0.029301881790161133,0.02352142333984375
0.003813505172729492,0.005142688751220703,0.0036907196044921875,0.0065228939056396484
0.04050135612487793,0.010617971420288086,0.026445627212524414,0.028264284133911133
0.021912097930908203,0.02385258674621582,0.04200458526611328,0.06140303611755371
0.002765655517578125,0.0040934085845947266,0.002986907958984375,0.0070934295654296875
0.005593538284301758,0.008324384689331055,0.012416839599609375,0.017940282821655273
0.04141378402709961,0.010697126388549805,0.02631545066833496,0.020851612091064453
0.008625507354736328,0.00800776481628418,0.014447689056396484,0.01804661750793457
0.003157377243041992,0.004288911819458008,0.005799055099487305,0.009686708450317383
0.009096622467041016,0.009382247924804688,0.014738321304321289,0.015213251113891602
0.04006838798522949,0.01750969886779785,0.02965855598449707,0.023355722427368164
0.003968954086303711,0.004801511764526367,0.0029685497283935547,0.01197195053100586
0.0033555030822753906,0.004805326461791992,0.002947568893432617,0.013453006744384766
0.02075505256652832,0.0072171688079833984,0.012196063995361328,0.009582996368408203
0.03865694999694824,0.09020066261291504,0.024346113204956055,0.019425153732299805
0.02332448959350586,0.023503780364990234,0.0357973575592041,0.3535938262939453
0.0202484130859375,0.016229867935180664,0.02917647361755371,0.060415029525756836
0.016588211059570312,0.005662441253662109,0.004121303558349609,0.0337529182434082
0.003066539764404297,0.0070819854736328125,0.0030307769775390625,0.010319948196411133
0.002900362014770508,0.0043451786041259766,0.00432586669921875,0.020473718643188477
0.003288745880126953,0.0044672489166259766,0.006922721862792969,0.015711069107055664
0.0068531036376953125,0.0046689510345458984,0.002970457077026367,0.013518810272216797
0.006060600280761719,0.007542848587036133,0.022563457489013672,0.015769481658935547
0.008430242538452148,0.005095481872558594,0.00336456298828125,0.011274337768554688
0.006186962127685547,0.008142709732055664,0.018262863159179688,0.023804664611816406
0.002630472183227539,0.0046329498291015625,0.0027048587799072266,0.013953208923339844
0.0031287670135498047,0.007056474685668945,0.01901078224182129,0.014076471328735352
0.00313568115234375,0.004385471343994141,0.0043866634368896484,0.00544428825378418
0.0063648223876953125,0.007913351058959961,0.014459609985351562,0.01087641716003418
0.007174253463745117,0.012902498245239258,0.0028858184814453125,0.012533426284790039
0.003353595733642578,0.004349470138549805,0.003072977066040039,0.013625621795654297
0.004002809524536133,0.005324125289916992,0.003138303756713867,0.008681774139404297
0.003767728805541992,0.008138656616210938,0.0057833194732666016,0.014162063598632812
0.0034177303314208984,0.004503011703491211,0.0031909942626953125,0.009231328964233398
0.002925395965576172,0.01407933235168457,0.0033359527587890625,0.01958942413330078
0.010983705520629883,0.008457183837890625,0.014806270599365234,0.01876235008239746
0.005627870559692383,0.007722616195678711,0.019311904907226562,0.021750211715698242
0.006672859191894531,0.004336118698120117,0.0027675628662109375,0.014557361602783203
0.0068318843841552734,0.004838705062866211,0.003702878952026367,0.007351398468017578
0.06691670417785645,0.011837005615234375,0.0312952995300293,0.020992279052734375
0.003555774688720703,0.0050411224365234375,0.0030333995819091797,0.011758089065551758
0.006326436996459961,0.00860595703125,0.014724016189575195,0.01686239242553711
0.06742358207702637,0.015207290649414062,0.031080245971679688,0.02137899398803711
0.059752702713012695,0.022452116012573242,0.03648066520690918,0.027182817459106445
0.043006181716918945,0.011713504791259766,0.02707362174987793,0.03051304817199707
0.003099679946899414,0.005892515182495117,0.0027513504028320312,0.005990266799926758
0.010508537292480469,0.008990764617919922,0.017121553421020508,0.02531266212463379
0.008054256439208984,0.0074155330657958984,0.013900041580200195,0.0152587890625
0.010493993759155273,0.0076940059661865234,0.017296552658081055,0.017220258712768555
0.05523562431335449,0.01235651969909668,0.03451251983642578,0.028821468353271484
0.0028600692749023438,0.006882667541503906,0.007318258285522461,0.016593456268310547
0.0031256675720214844,0.005074501037597656,0.002912759780883789,0.013590812683105469
0.02426004409790039,0.00850820541381836,0.00934457778930664,0.02012157440185547
0.041617631912231445,0.019451379776000977,0.028796911239624023,0.020946741104125977
0.0029015541076660156,0.004365205764770508,0.0034170150756835938,0.022803783416748047
0.00822305679321289,0.0047647953033447266,0.0032510757446289062,0.013924598693847656
0.05359196662902832,0.01187586784362793,0.02679300308227539,0.01982426643371582
0.002844095230102539,0.005715608596801758,0.002997159957885742,0.015242815017700195
0.023837804794311523,0.017953872680664062,0.009305238723754883,0.016907930374145508
0.0031375885009765625,0.008811235427856445,0.003046274185180664,0.018358945846557617
0.017755746841430664,0.021509885787963867,0.04494333267211914,0.2471458911895752
0.007197141647338867,0.008578300476074219,0.014542818069458008,0.02315068244934082
0.004136562347412109,0.004637241363525391,0.005052089691162109,0.007976055145263672
0.054718017578125,0.02101302146911621,0.025848865509033203,0.03241300582885742
0.00619053840637207,0.009351968765258789,0.01425933837890625,0.015024185180664062
0.013591527938842773,0.00816035270690918,0.013059139251708984,0.024329185485839844
0.024410486221313477,0.008131265640258789,0.00803375244140625,0.019665956497192383
0.00336456298828125,0.004694938659667969,0.00374603271484375,0.012951135635375977
0.003482341766357422,0.00945734977722168,0.004456281661987305,0.013895750045776367
0.0035431385040283203,0.005773782730102539,0.0037398338317871094,0.013550281524658203
0.0049397945404052734,0.0053730010986328125,0.016373634338378906,0.015274286270141602
0.006664752960205078,0.008633136749267578,0.019890785217285156,0.025483131408691406
0.002961874008178711,0.018521785736083984,0.016945600509643555,0.017808198928833008
0.005330562591552734,0.004654407501220703,0.009417057037353516,0.011654138565063477
0.00950932502746582,0.010693073272705078,0.013985157012939453,0.018572330474853516
0.0625007152557373,0.015083074569702148,0.039746999740600586,0.024704933166503906
0.003063201904296875,0.00567626953125,0.005206584930419922,0.014678239822387695
0.04531407356262207,0.012772083282470703,0.0269620418548584,0.026935577392578125
0.014683961868286133,0.00928044319152832,0.02483510971069336,0.02593255043029785
0.023211002349853516,0.01075887680053711,0.010839700698852539,0.01714158058166504
0.018099546432495117,0.01354670524597168,0.021322965621948242,0.022082805633544922
0.0031919479370117188,0.0046539306640625,0.004912376403808594,0.011823415756225586
0.0040361881256103516,0.005505561828613281,0.013488531112670898,0.011766672134399414
0.026087522506713867,0.014155387878417969,0.016228437423706055,0.019679784774780273
0.0027048587799072266,0.005963325500488281,0.0029795169830322266,0.014884233474731445
0.006757974624633789,0.00908350944519043,0.015942811965942383,0.018234729766845703
0.05450272560119629,0.021094083786010742,0.03759956359863281,0.022790193557739258
0.004570484161376953,0.004807949066162109,0.00562286376953125,0.014243602752685547
0.0035741329193115234,0.005070924758911133,0.003077268600463867,0.01742720603942871
0.024163246154785156,0.008798360824584961,0.011152505874633789,0.03179311752319336
0.0038576126098632812,0.005166053771972656,0.013228178024291992,0.011188268661499023
0.003139972686767578,0.004801034927368164,0.0042018890380859375,0.01457524299621582
0.006948709487915039,0.009964466094970703,0.015415668487548828,0.017658710479736328
0.05909109115600586,0.21616554260253906,0.0307769775390625,0.017969131469726562
0.06061720848083496,0.03391671180725098,0.05938291549682617,0.08285760879516602
0.004160165786743164,0.00825047492980957,0.0035021305084228516,0.02095484733581543
0.008055448532104492,0.010568380355834961,0.02358078956604004,0.026468992233276367
0.012854337692260742,0.01305079460144043,0.014595985412597656,0.02458930015563965
0.07240104675292969,0.026503324508666992,0.031059980392456055,0.023622751235961914
0.0033147335052490234,0.0051288604736328125,0.0040280818939208984,0.017089366912841797
0.00611424446105957,0.007032155990600586,0.003809213638305664,0.007914304733276367
0.0030336380004882812,0.0050106048583984375,0.0038595199584960938,0.017124652862548828
0.0028939247131347656,0.005056142807006836,0.0030040740966796875,0.011504650115966797
0.003003358840942383,0.006343841552734375,0.00319671630859375,0.014972448348999023
0.0033898353576660156,0.007082939147949219,0.0027649402618408203,0.014938831329345703
0.007729530334472656,0.004893779754638672,0.0032351016998291016,0.013009071350097656
0.04735732078552246,0.011873006820678711,0.028167009353637695,0.020526885986328125
0.06340551376342773,0.024425268173217773,0.03649115562438965,0.0412745475769043
0.02416682243347168,0.008028030395507812,0.015302896499633789,0.037331342697143555
0.0063686370849609375,0.004594326019287109,0.00517725944519043,0.019500255584716797
0.003332853317260742,0.006065845489501953,0.0038056373596191406,0.00938272476196289
0.04934573173522949,0.01098942756652832,0.04083371162414551,0.027760982513427734
0.059615135192871094,0.018832921981811523,0.022611379623413086,0.21549248695373535
0.028180837631225586,0.020038127899169922,0.03316855430603027,0.1358509063720703
0.004137992858886719,0.0048749446868896484,0.0038938522338867188,0.017724037170410156
0.006788492202758789,0.007972478866577148,0.015694618225097656,0.015039920806884766
0.061987876892089844,0.019283294677734375,0.039383649826049805,0.03470158576965332
0.0061457157135009766,0.00888371467590332,0.02002692222595215,0.00788259506225586
0.003609180450439453,0.009299993515014648,0.003055572509765625,0.010649919509887695
0.06493449211120605,0.01286768913269043,0.024957656860351562,0.022362709045410156
0.060025930404663086,0.013005971908569336,0.030668258666992188,0.028687000274658203
0.0030031204223632812,0.004398822784423828,0.0031855106353759766,0.009226322174072266
